PL	Customer Code	Order Number	Order Entry Date	Customer Wish Date	Confirmed Delivery Date	Requested Order Lead Time (in d)	Confirmed Order Lead Time (in d)	Agreed Liability (in w)	Order quantity	Product Information (Basic_Type)	Sales product
67	C8	1114459976	3.2018	10.2018	10.2018	194	209	(blank)	2000	BT41	SP212
67	C7	1114485141	4.2018	10.2018	11.2018	194	231	20	2000	BT188	SP376
67	C7	1114485141	4.2018	10.2018	11.2018	194	231	20	2000	BT188	SP376
67	C7	1114485141	4.2018	10.2018	11.2018	194	236	20	2000	BT188	SP376
67	C8	1114496695	4.2018	10.2018	10.2018	194	201	8	2000	BT41	SP212
67	C35	1114533510	4.2018	10.2018	10.2018	194	194	16	2000	BT214	SP472
67	C35	1114533510	4.2018	10.2018	10.2018	194	194	16	2000	BT214	SP472
67	C35	1114533510	4.2018	10.2018	10.2018	194	194	16	4000	BT214	SP472
67	C7	1114736768	5.2018	11.2018	11.2018	194	194	(blank)	12000	BT8	SP16
67	C7	1114736768	5.2018	11.2018	11.2018	194	194	(blank)	33000	BT8	SP16
67	C20	1114772858	5.2018	12.2018	12.2018	194	194	(blank)	2500	BT86	SP69
67	C20	1114784358	5.2018	12.2018	12.2018	194	194	39	4000	BT158	SP4
67	C27	1114824731	6.2018	12.2018	12.2018	194	194	(blank)	20000	BT106	SP92
67	C27	1114824731	6.2018	12.2018	12.2018	194	194	10	20000	BT106	SP92
67	C8	1114916052	6.2018	1.2019	1.2019	194	199	98	5000	BT62	SP183
67	C71	1114919187	6.2018	1.2019	1.2019	194	194	99	1000	BT41	SP212
67	C17	1114930733	6.2018	1.2019	1.2019	194	194	16	32500	BT94	SP301
67	C17	1114930733	6.2018	1.2019	1.2019	194	194	16	37500	BT94	SP301
67	C17	1114930736	6.2018	1.2019	1.2019	194	194	16	32500	BT94	SP301
67	C17	1114930736	6.2018	1.2019	1.2019	194	194	16	15000	BT94	SP301
67	C17	1114930736	6.2018	1.2019	1.2019	194	194	16	17500	BT94	SP301
67	C20	1115026937	7.2018	1.2019	1.2019	194	194	18	2500	BT86	SP69
67	C51	1115043180	7.2018	1.2019	1.2019	194	194	18	3000	BT142	SP67
67	C107	1115091858	8.2018	2.2019	2.2019	194	194	18	3000	BT146	SP202
67	C70	1115123548	8.2018	2.2019	2.2019	194	194	15	2500	BT29	SP563
67	C107	1115167610	9.2018	3.2019	3.2019	194	194	16	2500	BT45	SP168
67	C18	1115185628	9.2018	3.2019	4.2019	194	215	20	2000	BT240	SP543
67	C18	1115185670	9.2018	3.2019	3.2019	194	199	15	3800	BT150	SP131
67	C8	1115226831	9.2018	4.2019	4.2019	194	197	20	4000	BT242	SP457
67	C107	1115280857	10.2018	4.2019	4.2019	194	194	52	10000	BT9	SP28
67	C107	1115280858	10.2018	4.2019	4.2019	194	194	52	10000	BT9	SP28
67	C107	1115280859	10.2018	4.2019	4.2019	194	194	52	10000	BT9	SP28
67	C107	1115280860	10.2018	4.2019	4.2019	194	194	52	10000	BT9	SP28
67	C13	1115292994	10.2018	4.2019	4.2019	194	194	15	10000	BT96	SP510
67	C27	1115334039	10.2018	5.2019	5.2019	194	194	20	1500	BT228	SP374
67	C27	1115334039	10.2018	5.2019	5.2019	194	194	20	2250	BT228	SP374
67	C27	1115334039	10.2018	5.2019	5.2019	194	194	20	4500	BT228	SP374
67	C27	1115334039	10.2018	5.2019	5.2019	194	194	20	10500	BT228	SP374
67	C107	1115359011	11.2018	5.2019	5.2019	194	194	24	10000	BT9	SP28
67	C107	1115359180	11.2018	5.2019	5.2019	194	194	24	10000	BT9	SP28
67	C90	1115459016	1.2019	7.2019	7.2019	194	194	20	1000	BT157	SP10
67	C90	1115459016	1.2019	7.2019	7.2019	194	194	20	2000	BT157	SP10
67	C148	1115509177	1.2019	8.2019	8.2019	194	194	20	5000	BT159	SP6
67	C148	1115509177	1.2019	8.2019	8.2019	194	194	20	5000	BT159	SP6
67	C148	1115509178	1.2019	8.2019	8.2019	194	194	20	2500	BT168	SP21
67	C148	1115509178	1.2019	8.2019	8.2019	194	194	20	5000	BT168	SP21
67	C148	1115509178	1.2019	8.2019	8.2019	194	194	20	5000	BT168	SP21
67	C148	1115509178	1.2019	8.2019	8.2019	194	194	20	5000	BT168	SP21
67	C90	1115529383	2.2019	8.2019	8.2019	194	194	20	1000	BT157	SP10
67	C90	1115529383	2.2019	8.2019	8.2019	194	194	20	1000	BT157	SP10
67	C18	1115585821	3.2019	9.2019	9.2019	194	194	20	2500	BT173	SP34
67	C43	1115703440	5.2019	11.2019	11.2019	194	196	20	1000	BT158	SP4
67	C7	1115708426	5.2019	11.2019	11.2019	194	194	15	5000	BT131	SP323
67	C7	1115708426	5.2019	11.2019	11.2019	194	194	15	2500	BT131	SP323
67	C7	1115708426	5.2019	11.2019	11.2019	194	194	15	20000	BT131	SP323
67	C7	1115708426	5.2019	11.2019	11.2019	194	195	15	2500	BT131	SP323
67	C7	1115708426	5.2019	11.2019	11.2019	194	195	15	12500	BT131	SP323
67	C7	1115708426	5.2019	11.2019	11.2019	194	198	15	25000	BT131	SP323
67	C7	1115708426	5.2019	11.2019	11.2019	194	198	15	35000	BT131	SP323
67	C7	1115708426	5.2019	11.2019	11.2019	194	198	15	5000	BT131	SP323
67	C7	1115708426	5.2019	11.2019	11.2019	194	199	15	5000	BT131	SP323
67	C7	1115708426	5.2019	11.2019	11.2019	194	200	15	92500	BT131	SP323
67	C75	1115710888	5.2019	11.2019	11.2019	194	194	15	12000	BT85	SP88
67	C8	1115717602	5.2019	11.2019	11.2019	194	196	15	2500	BT70	SP267
67	C8	1115752036	5.2019	12.2019	12.2019	194	194	15	2500	BT151	SP59
67	C13	1115790852	6.2019	12.2019	12.2019	194	194	15	3800	BT30	SP133
67	C18	1112604104	3.2017	10.2017	1.2018	194	289	26	2000	BT76	SP172
67	C159	1112986547	6.2017	12.2017	3.2018	194	278	16	5000	BT41	SP212
67	C159	1112986547	6.2017	12.2017	3.2018	194	278	16	5000	BT41	SP212
67	C159	1112986547	6.2017	12.2017	3.2018	194	278	16	5000	BT41	SP212
67	C159	1112986547	6.2017	12.2017	3.2018	194	278	16	4000	BT41	SP212
67	C159	1112986547	6.2017	12.2017	3.2018	194	278	16	1000	BT41	SP212
67	C51	1113001533	6.2017	12.2017	1.2018	194	211	98	2500	BT54	SP169
67	C18	1113088401	7.2017	1.2018	1.2018	194	205	12	2500	BT63	SP196
67	C127	1113105226	7.2017	1.2018	1.2018	193	193	14	900	BT58	SP162
67	C51	1113270010	8.2017	2.2018	2.2018	193	193	14	89000	BT156	SP2
67	C51	1113270010	8.2017	2.2018	2.2018	193	193	14	1000	BT156	SP2
67	C107	1113405586	9.2017	3.2018	3.2018	193	204	16	5000	BT105	SP85
67	C43	1113492416	9.2017	3.2018	4.2018	193	197	26	2500	BT131	SP323
67	C43	1113492416	9.2017	3.2018	4.2018	193	197	26	2500	BT131	SP323
67	C43	1113492416	9.2017	3.2018	4.2018	193	202	26	2500	BT131	SP323
67	C43	1113492416	9.2017	3.2018	4.2018	193	198	26	2500	BT131	SP323
67	C43	1113492416	9.2017	3.2018	4.2018	193	198	26	2500	BT131	SP323
67	C43	1113492416	9.2017	3.2018	4.2018	193	198	26	2500	BT131	SP323
67	C27	1113589489	10.2017	4.2018	4.2018	193	193	16	2500	BT99	SP320
67	C27	1113589489	10.2017	4.2018	4.2018	193	193	16	2500	BT99	SP320
67	C27	1113589489	10.2017	4.2018	4.2018	193	193	16	2500	BT99	SP320
67	C27	1113589489	10.2017	4.2018	5.2018	193	221	16	5000	BT99	SP320
67	C27	1113589489	10.2017	4.2018	5.2018	193	226	99	5000	BT99	SP320
67	C51	1113652894	7.2017	2.2018	4.2018	193	275	(blank)	3000	BT185	SP164
67	C8	1113656501	10.2017	4.2018	8.2018	193	322	16	2000	BT242	SP457
67	C18	1113729752	11.2017	5.2018	5.2018	193	193	9	2500	BT137	SP304
67	C18	1113729752	11.2017	5.2018	5.2018	193	193	9	5000	BT137	SP304
67	C18	1113733948	11.2017	5.2018	5.2018	193	193	14	2500	BT137	SP304
67	C18	1113733948	11.2017	5.2018	5.2018	193	195	14	2500	BT137	SP304
67	C51	1113762704	11.2017	5.2018	5.2018	193	201	20	1000	BT158	SP4
67	C27	1113821119	11.2017	6.2018	6.2018	193	205	12	5000	BT45	SP168
67	C27	1113821119	11.2017	6.2018	6.2018	193	206	12	5000	BT45	SP168
67	C8	1113847916	11.2017	6.2018	6.2018	193	193	12	1000	BT6	SP14
67	C51	1113857337	11.2017	6.2018	6.2018	193	193	8	7000	BT162	SP8
67	C8	1113908023	12.2017	6.2018	7.2018	193	209	8	2500	BT152	SP479
67	C8	1113918863	12.2017	6.2018	6.2018	193	195	26	2500	BT57	SP259
67	C166	1113924233	12.2017	6.2018	6.2018	193	199	26	20000	BT131	SP323
67	C51	1113970804	12.2017	6.2018	8.2018	193	254	(blank)	2500	BT30	SP213
67	C43	1113976607	12.2017	6.2018	6.2018	193	193	26	2500	BT131	SP323
67	C43	1113976607	12.2017	6.2018	6.2018	193	193	26	2500	BT131	SP323
67	C153	1113987128	12.2017	7.2018	9.2018	193	270	(blank)	2500	BT12	SP30
67	C153	1113987128	12.2017	7.2018	9.2018	193	272	26	2500	BT12	SP30
67	C153	1113987128	12.2017	7.2018	9.2018	193	272	26	17500	BT12	SP30
67	C153	1113987128	12.2017	7.2018	9.2018	193	270	26	2500	BT12	SP30
67	C153	1113987128	12.2017	7.2018	9.2018	193	270	26	15000	BT12	SP30
67	C7	1114047730	1.2018	7.2018	7.2018	193	201	39	6000	BT48	SP240
67	C7	1114047730	1.2018	7.2018	7.2018	193	201	39	3000	BT48	SP240
67	C7	1114047730	1.2018	7.2018	7.2018	193	201	39	6000	BT48	SP240
67	C102	1114053667	1.2018	7.2018	8.2018	193	221	4	285	BT152	SP483
67	C102	1114053667	1.2018	7.2018	8.2018	193	221	4	2280	BT152	SP483
67	C102	1114053667	1.2018	7.2018	8.2018	193	221	4	3420	BT152	SP483
67	C117	1114191780	2.2018	8.2018	8.2018	193	193	(blank)	5000	BT92	SP311
67	C158	1114231305	2.2018	8.2018	9.2018	193	230	(blank)	25000	BT152	SP479
67	C51	1114245345	2.2018	8.2018	8.2018	193	193	20	5000	BT83	SP504
67	C51	1114245345	2.2018	8.2018	8.2018	193	193	20	5000	BT83	SP504
67	C107	1114360198	3.2018	9.2018	10.2018	193	210	(blank)	5000	BT9	SP28
67	C107	1114360226	3.2018	9.2018	10.2018	193	219	(blank)	2500	BT10	SP32
67	C107	1114360226	3.2018	9.2018	10.2018	193	219	(blank)	2500	BT10	SP32
67	C148	1114490185	4.2018	10.2018	10.2018	193	198	(blank)	2500	BT171	SP24
67	C148	1114490185	4.2018	10.2018	10.2018	193	198	(blank)	2500	BT171	SP24
67	C137	1114494811	4.2018	10.2018	10.2018	193	193	8	5000	BT152	SP479
67	C8	1114502674	4.2018	10.2018	12.2018	193	263	16	2000	BT234	SP539
67	C101	1114542162	4.2018	10.2018	10.2018	193	193	20	2000	BT85	SP88
67	C55	1114643931	5.2018	11.2018	11.2018	193	193	13	1000	BT65	SP453
67	C161	1114684739	11.2017	5.2018	6.2018	193	205	(blank)	2000	BT31	SP357
67	C7	1114858359	6.2018	12.2018	12.2018	193	193	24	2500	BT91	SP593
67	C7	1114858359	6.2018	12.2018	12.2018	193	193	24	5000	BT91	SP593
67	C8	1114925107	6.2018	1.2019	1.2019	193	198	20	5000	BT137	SP304
67	C8	1114932014	6.2018	1.2019	1.2019	193	197	16	17500	BT45	SP454
67	C8	1114932014	6.2018	1.2019	1.2019	193	197	16	37500	BT45	SP454
67	C27	1114958804	7.2018	1.2019	1.2019	193	193	18	5000	BT30	SP372
67	C70	1114963673	7.2018	1.2019	1.2019	193	193	39	1000	BT41	SP212
67	C70	1114963691	7.2018	1.2019	1.2019	193	193	39	10000	BT86	SP69
67	C8	1114993268	7.2018	1.2019	1.2019	193	193	14	1000	BT65	SP234
67	C11	1115107658	8.2018	2.2019	2.2019	193	193	18	5000	BT151	SP126
67	C7	1115126523	8.2018	2.2019	2.2019	193	193	22	1000	BT156	SP2
67	C7	1115194584	9.2018	3.2019	3.2019	193	193	18	17500	BT71	SP56
67	C51	1115214215	9.2018	3.2019	3.2019	193	193	15	3800	BT86	SP408
67	C18	1115219939	9.2018	4.2019	4.2019	193	193	18	17500	BT88	SP399
67	C113	1115296293	10.2018	4.2019	4.2019	193	193	24	12500	BT11	SP29
67	C113	1115296293	10.2018	4.2019	4.2019	193	193	24	25000	BT11	SP29
67	C75	1115332227	11.2018	5.2019	5.2019	193	193	15	12000	BT85	SP88
67	C117	1115352548	11.2018	5.2019	5.2019	193	193	15	2500	BT91	SP524
67	C117	1115352548	11.2018	5.2019	5.2019	193	193	15	2500	BT91	SP524
67	C12	1115357776	11.2018	5.2019	5.2019	193	193	15	2500	BT137	SP304
67	C117	1115367544	11.2018	5.2019	5.2019	193	193	15	2500	BT91	SP524
67	C117	1115367544	11.2018	5.2019	5.2019	193	193	15	2500	BT91	SP524
67	C90	1115393465	11.2018	6.2019	6.2019	193	193	20	3000	BT157	SP10
67	C43	1115408067	12.2018	6.2019	6.2019	193	193	15	2500	BT131	SP323
67	C21	1115480708	1.2019	7.2019	7.2019	193	193	15	7500	BT86	SP69
67	C90	1115529383	2.2019	8.2019	8.2019	193	193	20	1000	BT157	SP10
67	C51	1115554337	2.2019	8.2019	8.2019	193	193	15	2500	BT154	SP261
67	C155	1115631891	3.2019	10.2019	10.2019	193	193	22	12000	BT8	SP16
67	C81	1115632852	3.2019	10.2019	10.2019	193	193	15	2500	BT45	SP168
67	C13	1115660518	4.2019	10.2019	10.2019	193	193	15	2500	BT70	SP217
67	C71	1115670672	4.2019	10.2019	11.2019	193	213	18	3000	BT41	SP150
67	C35	1115694427	4.2019	11.2019	11.2019	193	193	20	2000	BT242	SP457
67	C155	1115757576	5.2019	12.2019	1.2020	193	249	18	18000	BT8	SP16
67	C155	1115757576	5.2019	12.2019	2.2020	193	256	18	5000	BT8	SP16
67	C8	1115766296	6.2019	12.2019	12.2019	193	193	20	2000	BT220	SP345
67	C71	1115808052	6.2019	1.2020	1.2020	193	205	15	2500	BT84	SP74
67	C13	1115817642	7.2019	1.2020	1.2020	193	195	22	5000	BT5	SP13
67	C8	1115828603	7.2019	1.2020	1.2020	193	193	15	2500	BT97	SP70
67	C107	1115846619	7.2019	1.2020	1.2020	193	193	12	1000	BT52	SP206
67	C107	1115846620	7.2019	1.2020	1.2020	193	193	12	1000	BT52	SP206
67	C107	1115846621	7.2019	1.2020	1.2020	193	193	12	1000	BT52	SP206
67	C49	1115885812	8.2019	2.2020	2.2020	193	193	26	3000	BT156	SP2
67	C49	1115885812	8.2019	2.2020	2.2020	193	193	26	4000	BT156	SP2
67	C49	1115885812	8.2019	2.2020	2.2020	193	193	26	14000	BT156	SP2
67	C3	1115891783	8.2019	2.2020	2.2020	193	193	18	28500	BT41	SP150
67	C3	1115891783	8.2019	2.2020	2.2020	193	193	18	7500	BT41	SP150
67	C3	1115891783	8.2019	2.2020	2.2020	193	193	18	10500	BT41	SP150
67	C3	1115891783	8.2019	2.2020	2.2020	193	193	18	13500	BT41	SP150
67	C18	1112673422	4.2017	10.2017	1.2018	193	280	4	2000	BT76	SP172
67	C8	1112741629	4.2017	10.2017	1.2018	193	273	12	10000	BT76	SP172
67	C16	1112946799	6.2017	12.2017	1.2018	193	244	15	1000	BT41	SP212
67	C107	1112988853	6.2017	12.2017	1.2018	193	227	16	50000	BT45	SP489
67	C102	1113110710	7.2017	1.2018	1.2018	193	193	18	1140	BT152	SP483
67	C166	1113125811	7.2017	1.2018	1.2018	193	201	20	2500	BT48	SP269
67	C19	1113209472	7.2017	2.2018	2.2018	193	200	20	2500	BT82	SP406
67	C158	1113239476	8.2017	2.2018	3.2018	193	228	20	5000	BT97	SP70
67	C158	1113239476	8.2017	2.2018	3.2018	193	228	20	5000	BT97	SP70
67	C158	1113239476	8.2017	2.2018	3.2018	193	228	20	5000	BT97	SP70
67	C158	1113239476	8.2017	2.2018	3.2018	193	229	20	2500	BT97	SP70
67	C158	1113239476	8.2017	2.2018	3.2018	193	229	20	2500	BT97	SP70
67	C158	1113239476	8.2017	2.2018	3.2018	193	229	20	2500	BT97	SP70
67	C158	1113239476	8.2017	2.2018	2.2018	193	193	20	5000	BT97	SP70
67	C158	1113239476	8.2017	2.2018	2.2018	193	193	20	2500	BT97	SP70
67	C158	1113239476	8.2017	2.2018	3.2018	193	235	20	5000	BT97	SP70
67	C158	1113239476	8.2017	2.2018	3.2018	193	235	20	2500	BT97	SP70
67	C158	1113239476	8.2017	2.2018	4.2018	192	247	20	5000	BT97	SP70
67	C158	1113239476	8.2017	2.2018	4.2018	192	247	20	5000	BT97	SP70
67	C158	1113239476	8.2017	2.2018	4.2018	192	247	20	27500	BT97	SP70
67	C158	1113246177	8.2017	2.2018	4.2018	192	244	15	20000	BT92	SP98
67	C158	1113246177	8.2017	2.2018	4.2018	192	244	15	2500	BT92	SP98
67	C158	1113246177	8.2017	2.2018	4.2018	192	244	15	20000	BT92	SP98
67	C158	1113246177	8.2017	2.2018	4.2018	192	247	15	2500	BT92	SP98
67	C166	1113297830	8.2017	2.2018	3.2018	192	205	18	5000	BT38	SP488
67	C166	1113297830	8.2017	2.2018	3.2018	192	207	18	5000	BT38	SP488
67	C166	1113297830	8.2017	2.2018	3.2018	192	207	16	5000	BT38	SP488
67	C166	1113297830	8.2017	2.2018	3.2018	192	207	16	2500	BT38	SP488
67	C166	1113297830	8.2017	2.2018	3.2018	192	207	16	7500	BT38	SP488
67	C107	1113323494	8.2017	2.2018	2.2018	192	192	14	3000	BT52	SP206
67	C159	1113335599	8.2017	2.2018	5.2018	192	269	18	750	BT214	SP443
67	C159	1113335599	8.2017	2.2018	5.2018	192	269	18	750	BT214	SP443
67	C159	1113335599	8.2017	2.2018	3.2018	192	218	18	750	BT214	SP443
67	C8	1113412357	9.2017	3.2018	3.2018	192	193	20	2500	BT88	SP399
67	C8	1113412357	9.2017	3.2018	3.2018	192	200	20	2500	BT88	SP399
67	C47	1113516475	9.2017	4.2018	4.2018	192	192	20	55	BT89	SP95
67	C47	1113516475	9.2017	4.2018	4.2018	192	192	20	330	BT89	SP95
67	C47	1113516475	9.2017	4.2018	4.2018	192	192	20	165	BT89	SP95
67	C18	1113627882	10.2017	4.2018	4.2018	192	192	20	12000	BT160	SP17
67	C18	1113652246	7.2017	1.2018	1.2018	192	197	11	3000	BT150	SP49
67	C149	1113652826	8.2017	2.2018	2.2018	192	200	20	2500	BT10	SP27
67	C149	1113652826	8.2017	2.2018	2.2018	192	200	20	2500	BT10	SP27
67	C8	1113653100	8.2017	2.2018	8.2018	192	368	16	2000	BT234	SP539
67	C8	1113653290	8.2017	2.2018	4.2018	192	249	18	3000	BT48	SP240
67	C47	1113656332	10.2017	4.2018	4.2018	192	192	26	1045	BT82	SP81
67	C18	1113657049	10.2017	4.2018	5.2018	192	209	16	2000	BT201	SP536
67	C18	1113679866	10.2017	5.2018	5.2018	192	192	14	2500	BT63	SP196
67	C158	1113737498	11.2017	5.2018	7.2018	192	241	99	2000	BT76	SP172
67	C158	1113737498	11.2017	5.2018	7.2018	192	241	99	2000	BT76	SP172
67	C158	1113737498	11.2017	5.2018	7.2018	192	241	99	2000	BT76	SP172
67	C158	1113737498	11.2017	5.2018	7.2018	192	241	99	2000	BT76	SP172
67	C158	1113737498	11.2017	5.2018	7.2018	192	241	99	2000	BT76	SP172
67	C158	1113737498	11.2017	5.2018	7.2018	192	241	99	6000	BT76	SP172
67	C158	1113737498	11.2017	5.2018	7.2018	192	248	99	6000	BT76	SP172
67	C158	1113737498	11.2017	5.2018	7.2018	192	248	99	6000	BT76	SP172
67	C158	1113737498	11.2017	5.2018	7.2018	192	248	99	2000	BT76	SP172
67	C96	1113760810	11.2017	5.2018	5.2018	192	193	22	4500	BT50	SP495
67	C96	1113760812	11.2017	5.2018	5.2018	192	195	26	500	BT50	SP495
67	C61	1113799192	11.2017	5.2018	5.2018	192	195	16	2500	BT87	SP79
67	C39	1113826667	11.2017	6.2018	8.2018	192	258	(blank)	1000	BT31	SP357
67	C91	1113865992	12.2017	6.2018	6.2018	192	192	17	5000	BT34	SP394
67	C35	1113875063	12.2017	6.2018	6.2018	192	192	99	380	BT54	SP204
67	C148	1113886733	12.2017	6.2018	6.2018	192	192	26	5000	BT107	SP295
67	C148	1113886733	12.2017	6.2018	6.2018	192	192	26	5000	BT107	SP295
67	C51	1113894591	12.2017	6.2018	6.2018	192	192	20	5000	BT105	SP85
67	C61	1113949064	12.2017	6.2018	6.2018	192	195	16	2500	BT87	SP79
67	C35	1113991720	12.2017	7.2018	7.2018	192	192	16	475	BT91	SP110
67	C47	1114010097	1.2018	7.2018	7.2018	192	192	20	570	BT96	SP309
67	C101	1114061970	1.2018	7.2018	9.2018	192	262	26	2500	BT10	SP27
67	C101	1114061970	1.2018	7.2018	9.2018	192	262	26	5000	BT10	SP27
67	C101	1114061970	1.2018	7.2018	9.2018	192	262	26	12500	BT10	SP27
67	C18	1114083916	1.2018	7.2018	7.2018	192	192	20	2500	BT82	SP406
67	C158	1114101805	1.2018	7.2018	7.2018	192	195	26	25000	BT111	SP415
67	C35	1114134228	1.2018	8.2018	8.2018	192	192	(blank)	1425	BT89	SP104
67	C47	1114163532	1.2018	8.2018	8.2018	192	192	13	275	BT89	SP95
67	C17	1114174176	2.2018	8.2018	8.2018	192	192	(blank)	1000	BT6	SP14
67	C17	1114174176	2.2018	8.2018	8.2018	192	192	(blank)	1000	BT6	SP14
67	C17	1114174176	2.2018	8.2018	8.2018	192	192	(blank)	3000	BT6	SP14
67	C103	1114206934	2.2018	8.2018	11.2018	192	290	6	2500	BT11	SP29
67	C103	1114206948	2.2018	8.2018	11.2018	192	285	6	2500	BT11	SP29
67	C103	1114206948	2.2018	8.2018	11.2018	192	285	6	2500	BT11	SP29
67	C103	1114206948	2.2018	8.2018	11.2018	192	291	6	2500	BT11	SP29
67	C103	1114206954	2.2018	8.2018	1.2019	192	334	6	22500	BT11	SP29
67	C103	1114206955	2.2018	8.2018	1.2019	192	334	6	2500	BT11	SP29
67	C103	1114206955	2.2018	8.2018	1.2019	192	334	6	20000	BT11	SP29
67	C103	1114206956	2.2018	8.2018	1.2019	192	334	6	22500	BT11	SP29
67	C103	1114206957	2.2018	8.2018	1.2019	192	334	6	22500	BT11	SP29
67	C8	1114234734	2.2018	8.2018	9.2018	192	207	39	10000	BT70	SP267
67	C8	1114234814	2.2018	8.2018	8.2018	192	192	39	2500	BT152	SP479
67	C18	1114235440	2.2018	8.2018	8.2018	192	192	39	500	BT68	SP129
67	C47	1114272768	2.2018	8.2018	8.2018	192	192	20	380	BT82	SP81
67	C8	1114306705	2.2018	9.2018	9.2018	192	192	(blank)	5000	BT84	SP293
67	C18	1114319970	3.2018	9.2018	9.2018	192	192	(blank)	2375	BT57	SP194
67	C16	1114338797	3.2018	9.2018	9.2018	192	199	(blank)	1000	BT41	SP212
67	C107	1114366502	3.2018	9.2018	10.2018	192	234	(blank)	2500	BT13	SP31
67	C107	1114366502	3.2018	9.2018	10.2018	192	234	(blank)	2500	BT13	SP31
67	C21	1114387138	3.2018	9.2018	9.2018	192	192	16	5000	BT84	SP74
67	C21	1114387138	3.2018	9.2018	9.2018	192	192	16	2500	BT84	SP74
67	C47	1114387689	3.2018	9.2018	9.2018	192	192	26	1425	BT89	SP104
67	C47	1114387689	3.2018	9.2018	9.2018	192	192	26	380	BT89	SP104
67	C8	1114391269	3.2018	9.2018	9.2018	192	192	(blank)	2000	BT119	SP520
67	C8	1114391269	3.2018	9.2018	9.2018	192	192	(blank)	1000	BT119	SP520
67	C8	1114391269	3.2018	9.2018	9.2018	192	192	(blank)	2000	BT119	SP520
67	C101	1114404545	3.2018	9.2018	9.2018	192	192	(blank)	2500	BT101	SP422
67	C8	1114458938	3.2018	10.2018	10.2018	192	193	(blank)	2500	BT152	SP479
67	C8	1114458938	3.2018	10.2018	10.2018	192	193	8	62500	BT152	SP479
67	C70	1114501753	4.2018	10.2018	10.2018	192	192	39	2500	BT99	SP320
67	C70	1114501753	4.2018	10.2018	10.2018	192	192	39	2500	BT99	SP320
67	C70	1114501762	4.2018	10.2018	10.2018	192	192	39	20000	BT84	SP121
67	C18	1114606859	4.2018	10.2018	10.2018	192	192	26	2500	BT87	SP79
67	C71	1114812863	6.2018	12.2018	12.2018	192	193	(blank)	5000	BT97	SP70
67	C90	1114882660	6.2018	12.2018	12.2018	192	192	39	1000	BT157	SP10
67	C90	1114882660	6.2018	12.2018	12.2018	192	192	39	2000	BT157	SP10
67	C8	1114958000	7.2018	1.2019	1.2019	192	192	39	5000	BT137	SP304
67	C70	1114969785	7.2018	1.2019	1.2019	192	192	99	3000	BT41	SP150
67	C70	1114969790	7.2018	1.2019	1.2019	192	192	99	1000	BT147	SP216
67	C27	1114977871	7.2018	1.2019	1.2019	192	192	18	5000	BT81	SP513
67	C158	1114984070	7.2018	1.2019	1.2019	192	192	14	25000	BT151	SP59
67	C83	1115031210	7.2018	1.2019	1.2019	192	192	99	1000	BT158	SP4
67	C13	1115131539	8.2018	2.2019	3.2019	192	202	99	12000	BT5	SP13
67	C71	1115151184	8.2018	3.2019	3.2019	192	192	16	2500	BT131	SP323
67	C8	1115179281	9.2018	3.2019	3.2019	192	192	99	9000	BT31	SP357
67	C8	1115188083	9.2018	3.2019	3.2019	192	192	19	35000	BT45	SP454
67	C107	1115280855	10.2018	4.2019	4.2019	192	192	52	10000	BT9	SP28
67	C107	1115280856	10.2018	4.2019	4.2019	192	192	52	10000	BT9	SP28
67	C107	1115287741	10.2018	4.2019	4.2019	192	195	15	2500	BT62	SP183
67	C19	1115359875	11.2018	5.2019	5.2019	192	192	15	2500	BT89	SP308
67	C15	1115361380	10.2018	4.2019	4.2019	192	192	20	2500	BT173	SP34
67	C51	1115375369	11.2018	5.2019	5.2019	192	192	15	2500	BT154	SP261
67	C155	1115396527	11.2018	6.2019	6.2019	192	192	22	18000	BT8	SP16
67	C19	1115418360	12.2018	6.2019	6.2019	192	192	15	1000	BT52	SP206
67	C51	1115433965	12.2018	6.2019	6.2019	192	192	26	4000	BT41	SP212
67	C16	1115510379	1.2019	8.2019	8.2019	192	192	15	1000	BT65	SP234
67	C16	1115510379	1.2019	8.2019	8.2019	192	192	15	1000	BT65	SP234
67	C13	1115528406	2.2019	8.2019	8.2019	192	192	15	1980	BT85	SP300
67	C19	1115584821	3.2019	9.2019	9.2019	192	207	15	2500	BT150	SP149
67	C51	1115585528	3.2019	9.2019	9.2019	192	194	15	2500	BT47	SP232
67	C161	1115601602	3.2019	9.2019	9.2019	192	192	15	1000	BT65	SP234
67	C19	1115667058	4.2019	10.2019	10.2019	192	192	20	750	BT196	SP460
67	C38	1115683765	4.2019	10.2019	10.2019	192	192	22	500	BT148	SP173
67	C8	1115689604	4.2019	10.2019	10.2019	192	192	15	2000	BT85	SP88
67	C7	1115736116	5.2019	11.2019	11.2019	191	191	15	10000	BT150	SP149
67	C37	1115737276	5.2019	11.2019	11.2019	191	192	20	2000	BT156	SP2
67	C81	1115780525	4.2019	11.2019	11.2019	191	191	15	2500	BT45	SP168
67	C8	1115844912	7.2019	1.2020	1.2020	191	193	15	1000	BT119	SP520
67	C40	1115876852	8.2019	2.2020	2.2020	191	191	15	2500	BT150	SP149
67	C35	1115928246	8.2019	3.2020	3.2020	191	191	15	5000	BT109	SP514
67	C71	1112917406	5.2017	12.2017	1.2018	191	222	8	2660	BT84	SP403
67	C22	1112963159	6.2017	12.2017	1.2018	191	240	20	7500	BT9	SP33
